SYMBOL_NAME,Description,Sector,ISIN,SECURITY_ID,Status,UNDERLYING_SYMBOL,EXCHANGE,SEGMENT,INSTRUMENT_TYPE,SERIES,LOT_SIZE
10NHFL27,NHFL-10%-3-7-27-NCD,Unknown,,939585.0,NEW,10NHFL27,BSE,E,EQUITY,F,1.0
0NHFL27,NHFL-ZC-3-7-27-NCD,Unknown,,939587.0,NEW,0NHFL27,BSE,E,EQUITY,F,1.0
1003NHFL29,NHFL-10.03%-3-7-29-NCD,Unknown,,939589.0,NEW,1003NHFL29,BSE,E,EQUITY,F,1.0
1050NHFL29,NHFL-10.50%-3-7-29-NCD,Unknown,,939591.0,NEW,1050NHFL29,BSE,E,EQUITY,F,1.0
0NHFL29,NHFL-ZC-3-7-29-NCD,Unknown,,939593.0,NEW,0NHFL29,BSE,E,EQUITY,F,1.0
1026NHFL34,NHFL-10.26%-3-7-34-NCD,Unknown,,939595.0,NEW,1026NHFL34,BSE,E,EQUITY,F,1.0
1075NHFL34,NHFL-10.75%-3-7-34-NCD,Unknown,,939597.0,NEW,1075NHFL34,BSE,E,EQUITY,F,1.0
9SFL26A,SFL-9%-9-7-26-NCD,Unknown,,939599.0,NEW,9SFL26A,BSE,E,EQUITY,F,1.0
0SFL26,SFL-ZC-9-7-26-NCD,Unknown,,939601.0,NEW,0SFL26,BSE,E,EQUITY,F,1.0
925SFL27A,SFL-9.25%-9-7-27-NCD,Unknown,,939603.0,NEW,925SFL27A,BSE,E,EQUITY,F,1.0
0SFL27A,SFL-ZC-9-7-27-NCD,Unknown,,939605.0,NEW,0SFL27A,BSE,E,EQUITY,F,1.0
1025SF29,SFL-10.25%-9-7-29-NCD,Unknown,,939607.0,NEW,1025SF29,BSE,E,EQUITY,F,1.0
0SFL29A,SFL-ZC-9-7-29-NCD,Unknown,,939609.0,NEW,0SFL29A,BSE,E,EQUITY,F,1.0
0SFL31,SFL-ZC-9-8-31-NCD,Unknown,,939611.0,NEW,0SFL31,BSE,E,EQUITY,F,1.0
950EFSL26,EFSL-9.50%-26-7-26-NCD,Unknown,,939613.0,NEW,950EFSL26,BSE,E,EQUITY,F,1.0
EFSL26724,EFSL-26-7-26-NCD,Unknown,,939615.0,NEW,EFSL26724,BSE,E,EQUITY,F,1.0
957EFSL27,EFSL-9.57%-26-7-27-NCD,Unknown,,939617.0,NEW,957EFSL27,BSE,E,EQUITY,F,1.0
10EFSL27,EFSL-10%-26-7-27-NCD,Unknown,,939619.0,NEW,10EFSL27,BSE,E,EQUITY,F,1.0
EFSL260724,EFSL-26-7-27-NCD,Unknown,,939621.0,NEW,EFSL260724,BSE,E,EQUITY,F,1.0
1004EFSL29,EFSL-10.04%-26-7-29-NCD,Unknown,,939623.0,NEW,1004EFSL29,BSE,E,EQUITY,F,1.0
1050EFSL29,EFSL-10.50%-26-7-29-NCD,Unknown,,939625.0,NEW,1050EFSL29,BSE,E,EQUITY,F,1.0
EFSL26724A,EFSL-26-7-29-NCD,Unknown,,939627.0,NEW,EFSL26724A,BSE,E,EQUITY,F,1.0
105EFSL29,EFSL-10.5%-26-7-29-NCD,Unknown,,939629.0,NEW,105EFSL29,BSE,E,EQUITY,F,1.0
1049EFSL34,EFSL-10.49%-26-7-34-NCD,Unknown,,939631.0,NEW,1049EFSL34,BSE,E,EQUITY,F,1.0
11EFSL34,EFSL-11%-26-7-34-NCD,Unknown,,939633.0,NEW,11EFSL34,BSE,E,EQUITY,F,1.0
11EFSL34A,EFSL-11%-26-7-34-NCD,Unknown,,939635.0,NEW,11EFSL34A,BSE,E,EQUITY,F,1.0
KFL070824,KFL-6-2-26-NCD,Unknown,,939637.0,NEW,KFL070824,BSE,E,EQUITY,F,1.0
10SMCGSL26,SMCGSL-10%-07-8-26-NCD,Unknown,,939639.0,NEW,10SMCGSL26,BSE,E,EQUITY,F,1.0
925KFL26A,KFL-9.25%-6-8-26-NCD,Unknown,,939641.0,NEW,925KFL26A,BSE,E,EQUITY,F,1.0
0SMCGSL26,SMCGSL-ZC-07-8-26-NCD,Unknown,,939643.0,NEW,0SMCGSL26,BSE,E,EQUITY,F,1.0
KFL070824A,KFL-6-2-27-NCD,Unknown,,939645.0,NEW,KFL070824A,BSE,E,EQUITY,F,1.0
102SMCGS27,SMCGSL-10.20%-07-08-27-NC,Unknown,,939647.0,NEW,102SMCGS27,BSE,E,EQUITY,F,1.0
10KFL27A,KFL-10%-6-8-27-NCD,Unknown,,939649.0,NEW,10KFL27A,BSE,E,EQUITY,F,1.0
0SMCGSL27,SMCGSL-ZC-07-08-27-NCD,Unknown,,939651.0,NEW,0SMCGSL27,BSE,E,EQUITY,F,1.0
KFL070824B,KFL-6-11-27-NCD,Unknown,,939653.0,NEW,KFL070824B,BSE,E,EQUITY,F,1.0
994SMCGS29,SMCGSL-9.94%-07-08-29-NCD,Unknown,,939655.0,NEW,994SMCGS29,BSE,E,EQUITY,F,1.0
104SMCGS29,SMCGSL-10.40%-07-08-29-NC,Unknown,,939657.0,NEW,104SMCGS29,BSE,E,EQUITY,F,1.0
1025KFL29,KFL-10.25%-6-8-29-NCD,Unknown,,939659.0,NEW,1025KFL29,BSE,E,EQUITY,F,1.0
KFL070824C,KFL-6-8-28-NCD,Unknown,,939661.0,NEW,KFL070824C,BSE,E,EQUITY,F,1.0
KFL070824D,KFL-6-8-31-NCD,Unknown,,939663.0,NEW,KFL070824D,BSE,E,EQUITY,F,1.0
KAFL080824,KAFL-6-12-25-NCD,Unknown,,939667.0,NEW,KAFL080824,BSE,E,EQUITY,F,1.0
985KAFL26,KAFL-9.85%-6-2-26-NCD,Unknown,,939669.0,NEW,985KAFL26,BSE,E,EQUITY,F,1.0
10KAFL26A,KAFL-10.25%-7-8-26-NCD,Unknown,,939671.0,NEW,10KAFL26A,BSE,E,EQUITY,F,1.0
10KAFL26B,KAFL-10%-7-8-26-NCD,Unknown,,939673.0,NEW,10KAFL26B,BSE,E,EQUITY,F,1.0
1025KAFL27,KAFL-10.25%-7-8-27-NCD,Unknown,,939675.0,NEW,1025KAFL27,BSE,E,EQUITY,F,1.0
1050KAFL27,KAFL-10.50%-7-8-27-NCD,Unknown,,939677.0,NEW,1050KAFL27,BSE,E,EQUITY,F,1.0
1075KAFL29,KAFL-10.75%-7-8-29-NCD,Unknown,,939679.0,NEW,1075KAFL29,BSE,E,EQUITY,F,1.0
11KAFL29,KAFL-11%-7-8-29-NCD,Unknown,,939681.0,NEW,11KAFL29,BSE,E,EQUITY,F,1.0
KAF080824,KAFL-7-3-31-NCD,Unknown,,939683.0,NEW,KAF080824,BSE,E,EQUITY,F,1.0
1075CCI26,CCIL-10.75%-13-2-26-NCD,Unknown,,939687.0,NEW,1075CCI26,BSE,E,EQUITY,F,1.0
11CCI26,CCIL-11%-13-8-26-NCD,Unknown,,939689.0,NEW,11CCI26,BSE,E,EQUITY,F,1.0
1125CCI27,CCIL-11.25%-13-8-27-NCD,Unknown,,939691.0,NEW,1125CCI27,BSE,E,EQUITY,F,1.0
12CCI29,CCIL-12%-13-8-29-NCD,Unknown,,939693.0,NEW,12CCI29,BSE,E,EQUITY,F,1.0
CCIL14824A,CCIL-13-8-26-NCD,Unknown,,939697.0,NEW,CCIL14824A,BSE,E,EQUITY,F,1.0
CCIL14824B,CCIL-13-8-29-NCD,Unknown,,939699.0,NEW,CCIL14824B,BSE,E,EQUITY,F,1.0
CCIL14824C,CCIL-13-6-30-NCD,Unknown,,939701.0,NEW,CCIL14824C,BSE,E,EQUITY,F,1.0
1080MML26,MML-10.80%-11-5-26-NCD,Unknown,,939707.0,NEW,1080MML26,BSE,E,EQUITY,F,1.0
MML110924,MML-11-5-26-NCD,Unknown,,939709.0,NEW,MML110924,BSE,E,EQUITY,F,1.0
1125MML27,MML-11.25%-11-9-27-NCD,Unknown,,939711.0,NEW,1125MML27,BSE,E,EQUITY,F,1.0
MML11924A,MML-11-9-27-NCD,Unknown,,939713.0,NEW,MML11924A,BSE,E,EQUITY,F,1.0
1150MML29,MML-11.50%-11-9-29-NCD,Unknown,,939715.0,NEW,1150MML29,BSE,E,EQUITY,F,1.0
MML11924B,MML-11-9-29-NCD,Unknown,,939717.0,NEW,MML11924B,BSE,E,EQUITY,F,1.0
MML11924C,MML-11-10-30-NCD,Unknown,,939719.0,NEW,MML11924C,BSE,E,EQUITY,F,1.0
925AEL26,AEL-9.25%-12-9-26-NCD,Unknown,,939721.0,NEW,925AEL26,BSE,E,EQUITY,F,1.0
AEL120924,AEL-12-9-26-NCD,Unknown,,939723.0,NEW,AEL120924,BSE,E,EQUITY,F,1.0
932AEL27,AEL-9.32%-12-9-27-NCD,Unknown,,939725.0,NEW,932AEL27,BSE,E,EQUITY,F,1.0
965AEL27,AEL-9.65%-12-9-27-NCD,Unknown,,939727.0,NEW,965AEL27,BSE,E,EQUITY,F,1.0
AEL120924A,AEL-12-9-27-NCD,Unknown,,939729.0,NEW,AEL120924A,BSE,E,EQUITY,F,1.0
956AEL29,AEL-9.56%-12-9-29-NCD,Unknown,,939731.0,NEW,956AEL29,BSE,E,EQUITY,F,1.0
99AEL29,AEL-9.90%-12-9-29-NCD,Unknown,,939733.0,NEW,99AEL29,BSE,E,EQUITY,F,1.0
AEL120924B,AEL-12-9-29-NCD,Unknown,,939735.0,NEW,AEL120924B,BSE,E,EQUITY,F,1.0
9MFCL26,MFCL-9%-16-9-26-NCD,Unknown,,939737.0,NEW,9MFCL26,BSE,E,EQUITY,F,1.0
925MFCL27,MFCL-9.25%-16-9-27-NCD,Unknown,,939739.0,NEW,925MFCL27,BSE,E,EQUITY,F,1.0
945MFCL29,MFCL-9.45%-16-9-29-NCD,Unknown,,939741.0,NEW,945MFCL29,BSE,E,EQUITY,F,1.0
965MFCL30,MFCL-9.65%-16-9-30-NCD,Unknown,,939743.0,NEW,965MFCL30,BSE,E,EQUITY,F,1.0
940MFCL26,MFCL-9.40%-16-9-26-NCD,Unknown,,939745.0,NEW,940MFCL26,BSE,E,EQUITY,F,1.0
965MFCL27,MFCL-9.65%-16-9-27-NCD,Unknown,,939747.0,NEW,965MFCL27,BSE,E,EQUITY,F,1.0
990MFCL29,MFCL-9.90%-16-9-29-NCD,Unknown,,939749.0,NEW,990MFCL29,BSE,E,EQUITY,F,1.0
1010MFCL30,MFCL-10.10%-16-9-30-NCD,Unknown,,939751.0,NEW,1010MFCL30,BSE,E,EQUITY,F,1.0
MFCL160924,MFCL-16-9-26-NCD,Unknown,,939753.0,NEW,MFCL160924,BSE,E,EQUITY,F,1.0
MFCL16924,MFCL-16-9-27-NCD,Unknown,,939755.0,NEW,MFCL16924,BSE,E,EQUITY,F,1.0
MFCL16924A,MFCL-16-9-29-NCD,Unknown,,939757.0,NEW,MFCL16924A,BSE,E,EQUITY,F,1.0
MFCL16924B,MFCL-16-9-30-NCD,Unknown,,939759.0,NEW,MFCL16924B,BSE,E,EQUITY,F,1.0
MFCL16924C,MFCL-16-5-32-NCD,Unknown,,939761.0,NEW,MFCL16924C,BSE,E,EQUITY,F,1.0
925SCL26E,SCL-9.25%-25-9-26-NCD,Unknown,,939763.0,NEW,925SCL26E,BSE,E,EQUITY,F,1.0
965SCL26F,SCL-9.65%-25-9-26-NCD,Unknown,,939765.0,NEW,965SCL26F,BSE,E,EQUITY,F,1.0
925SCL26F,SCL-9.25%-25-9-26-NCD,Unknown,,939767.0,NEW,925SCL26F,BSE,E,EQUITY,F,1.0
SCL25924,SCL-ZC-25-9-26-NCD,Unknown,,939769.0,NEW,SCL25924,BSE,E,EQUITY,F,1.0
SCL25924A,SCL-ZC-25-9-26-NCD,Unknown,,939771.0,NEW,SCL25924A,BSE,E,EQUITY,F,1.0
940SCL27A,SCL-9.40%-25-9-27-NCD,Unknown,,939773.0,NEW,940SCL27A,BSE,E,EQUITY,F,1.0
990SCL27B,SCL-9.90%-25-9-27-NCD,Unknown,,939775.0,NEW,990SCL27B,BSE,E,EQUITY,F,1.0
902SCL27C,SCL-9.02%-25-9-27-NCD,Unknown,,939777.0,NEW,902SCL27C,BSE,E,EQUITY,F,1.0
948SCL27D,SCL-9.48%-25-9-27-NCD,Unknown,,939779.0,NEW,948SCL27D,BSE,E,EQUITY,F,1.0
SCL25924C,SCL-ZC-25-9-27-NCD,Unknown,,939781.0,NEW,SCL25924C,BSE,E,EQUITY,F,1.0
SCL25924D,SCL-ZC-25-9-27-NCD,Unknown,,939783.0,NEW,SCL25924D,BSE,E,EQUITY,F,1.0
1015SCL29B,SCL-10.15%-25-9-29-NCD,Unknown,,939785.0,NEW,1015SCL29B,BSE,E,EQUITY,F,1.0
925SCL29C,SCL-9.25%-25-9-29-NCD,Unknown,,939787.0,NEW,925SCL29C,BSE,E,EQUITY,F,1.0
971SCL29B,SCL-9.71%-25-9-29-NCD,Unknown,,939789.0,NEW,971SCL29B,BSE,E,EQUITY,F,1.0
1050SCL31A,SCL-10.50%-25-9-31-NCD,Unknown,,939791.0,NEW,1050SCL31A,BSE,E,EQUITY,F,1.0
1003SCL31A,SCL-10.03%-25-9-31-NCD,Unknown,,939793.0,NEW,1003SCL31A,BSE,E,EQUITY,F,1.0
1075SCL34A,SCL-10.75-25-9-34-NCD,Unknown,,939795.0,NEW,1075SCL34A,BSE,E,EQUITY,F,1.0
1075SCL34C,SCL-10.75%-25-9-34-NCD,Unknown,,939797.0,NEW,1075SCL34C,BSE,E,EQUITY,F,1.0
980SCL34B,SCL-9.80%-25-9-34-NCD,Unknown,,939799.0,NEW,980SCL34B,BSE,E,EQUITY,F,1.0
1025SCL34B,SCL-10.25%-25-9-34-NCD,Unknown,,939801.0,NEW,1025SCL34B,BSE,E,EQUITY,F,1.0
1050ICFL26,ICFL-10.50%-25-9-26-NCD,Unknown,,939803.0,NEW,1050ICFL26,BSE,E,EQUITY,F,1.0
ICFL250924,ICFL-ZC-25-9-26-NCD,Unknown,,939805.0,NEW,ICFL250924,BSE,E,EQUITY,F,1.0
1030ICFL27,ICFL-10.30%-25-9-27-NCD,Unknown,,939807.0,NEW,1030ICFL27,BSE,E,EQUITY,F,1.0
1070ICFL27,ICFL-10.70%-25-9-27-NCD,Unknown,,939809.0,NEW,1070ICFL27,BSE,E,EQUITY,F,1.0
1050ICFL29,ICFL-10.50%-25-9-29-NCD,Unknown,,939811.0,NEW,1050ICFL29,BSE,E,EQUITY,F,1.0
95NHFL26,NHFL-9.5%-8-10-26-NCD,Unknown,,939813.0,NEW,95NHFL26,BSE,E,EQUITY,F,1.0
NHFL081024,NHFL-8-10-26-NCD,Unknown,,939815.0,NEW,NHFL081024,BSE,E,EQUITY,F,1.0
958NHFL27A,NHFL-9.58%-8-10-27-NCD,Unknown,,939817.0,NEW,958NHFL27A,BSE,E,EQUITY,F,1.0
10NHFL27A,NHFL-10%-8-10-27-NCD,Unknown,,939819.0,NEW,10NHFL27A,BSE,E,EQUITY,F,1.0
NHF081024,NHFL-8-10-27-NCD,Unknown,,939821.0,NEW,NHF081024,BSE,E,EQUITY,F,1.0
1003NHF29,NHFL-10.03%-8-10-29-NCD,Unknown,,939823.0,NEW,1003NHF29,BSE,E,EQUITY,F,1.0
1050NHF29,NHFL-10.50%-8-10-29-NCD,Unknown,,939825.0,NEW,1050NHF29,BSE,E,EQUITY,F,1.0
NHF081024A,NHFL-8-10-29-NCD,Unknown,,939827.0,NEW,NHF081024A,BSE,E,EQUITY,F,1.0
1049NHFL34,NHFL-10.49%-8-10-34-NCD,Unknown,,939829.0,NEW,1049NHFL34,BSE,E,EQUITY,F,1.0
11NHFL34,NHFL-11%-8-10-34-NCD,Unknown,,939831.0,NEW,11NHFL34,BSE,E,EQUITY,F,1.0
1015UCL26,UCL-10.15%-24-4-26-NCD,Unknown,,939833.0,NEW,1015UCL26,BSE,E,EQUITY,F,1.0
1025UCL26A,UCL-10.25%-24-10-26-NCD,Unknown,,939835.0,NEW,1025UCL26A,BSE,E,EQUITY,F,1.0
1040UCL27B,UCL-10.40%-24-4-27-NCD,Unknown,,939837.0,NEW,1040UCL27B,BSE,E,EQUITY,F,1.0
950EFSL26A,EFSL-9.50%-24-10-26-NCD,Unknown,,939839.0,NEW,950EFSL26A,BSE,E,EQUITY,F,1.0
EFSL241024,EFSL-24-10-26-NCD,Unknown,,939841.0,NEW,EFSL241024,BSE,E,EQUITY,F,1.0
957EFSL27A,EFSL-9.57%-24-10-27-NCD,Unknown,,939843.0,NEW,957EFSL27A,BSE,E,EQUITY,F,1.0
10EFSL27A,EFSL-10%-24-10-27-NCD,Unknown,,939845.0,NEW,10EFSL27A,BSE,E,EQUITY,F,1.0
EFS241024A,EFSL-24-10-27-NCD,Unknown,,939847.0,NEW,EFS241024A,BSE,E,EQUITY,F,1.0
1004EFS29B,EFSL-10.04%-24-10-29-NCD,Unknown,,939849.0,NEW,1004EFS29B,BSE,E,EQUITY,F,1.0
1050EFS29C,EFSL-10.50%-24-10-29-NCD,Unknown,,939851.0,NEW,1050EFS29C,BSE,E,EQUITY,F,1.0
EFS241024C,EFSL-24-10-29-NCD,Unknown,,939853.0,NEW,EFS241024C,BSE,E,EQUITY,F,1.0
1050EFS29A,EFSL-10.50%-24-10-29-NCD,Unknown,,939855.0,NEW,1050EFS29A,BSE,E,EQUITY,F,1.0
1049EFS34A,EFSL-10.49%-24-10-34-NCD,Unknown,,939857.0,NEW,1049EFS34A,BSE,E,EQUITY,F,1.0
11EFSL34B,EFSL-11%-24-10-34-NCD,Unknown,,939859.0,NEW,11EFSL34B,BSE,E,EQUITY,F,1.0
11EFSL34C,EFSL-11%-24-10-34-NCD,Unknown,,939861.0,NEW,11EFSL34C,BSE,E,EQUITY,F,1.0
9MFCL2026,MFCL-9%-30-10-26-NCD,Unknown,,939863.0,NEW,9MFCL2026,BSE,E,EQUITY,F,1.0
925MFCL27A,MFCL-9.25%-30-10-27-NCD,Unknown,,939865.0,NEW,925MFCL27A,BSE,E,EQUITY,F,1.0
945MFCL29A,MFCL-9.45%-30-10-29-NCD,Unknown,,939867.0,NEW,945MFCL29A,BSE,E,EQUITY,F,1.0
965MFCL30A,MFCL-9.65%-30-10-30-NCD,Unknown,,939869.0,NEW,965MFCL30A,BSE,E,EQUITY,F,1.0
94MFCL26,MFCL-9.40%-30-10-26-NCD,Unknown,,939871.0,NEW,94MFCL26,BSE,E,EQUITY,F,1.0
965MFCL27A,MFCL-9.65%-30-10-27-NCD,Unknown,,939873.0,NEW,965MFCL27A,BSE,E,EQUITY,F,1.0
99MFCL29,MFCL-9.90%-30-10-29-NCD,Unknown,,939875.0,NEW,99MFCL29,BSE,E,EQUITY,F,1.0
101MFCL30,MFCL-10.10%-30-10-30-NCD,Unknown,,939877.0,NEW,101MFCL30,BSE,E,EQUITY,F,1.0
MFCL301024,MFCL-30-10-26-NCD,Unknown,,939879.0,NEW,MFCL301024,BSE,E,EQUITY,F,1.0
MFL301024A,MFL-30-10-27-NCD,Unknown,,939881.0,NEW,MFL301024A,BSE,E,EQUITY,F,1.0
MFL301024B,MFL-30-10-29-NCD,Unknown,,939883.0,NEW,MFL301024B,BSE,E,EQUITY,F,1.0
MFL301024C,MFL-30-10-30-NCD,Unknown,,939885.0,NEW,MFL301024C,BSE,E,EQUITY,F,1.0
MFL301024D,MFL-30-6-32-NCD,Unknown,,939887.0,NEW,MFL301024D,BSE,E,EQUITY,F,1.0
105IML26,IML-10.5%-7-5-26-NCD,Unknown,,939893.0,NEW,105IML26,BSE,E,EQUITY,F,1.0
11IML2027,IML-11%-7-5-27-NCD,Unknown,,939895.0,NEW,11IML2027,BSE,E,EQUITY,F,1.0
IML081124,IML-7-5-27-NCD,Unknown,,939897.0,NEW,IML081124,BSE,E,EQUITY,F,1.0
12IML29,IML-12%-7-11-29-NCD,Unknown,,939899.0,NEW,12IML29,BSE,E,EQUITY,F,1.0
IML8112024,IML-7-5-30-NCD,Unknown,,939901.0,NEW,IML8112024,BSE,E,EQUITY,F,1.0
850MMFL26,MMFL-8.50%-12-2-26-NCD,Unknown,,939903.0,NEW,850MMFL26,BSE,E,EQUITY,F,1.0
9MMFL27,MMFL-9%-18-1-27-NCD,Unknown,,939905.0,NEW,9MMFL27,BSE,E,EQUITY,F,1.0
MMFL191124,MMFL-18-1-27-NCD,Unknown,,939907.0,NEW,MMFL191124,BSE,E,EQUITY,F,1.0
950MMFL27,MMFL-9.50%-18-11-27-NCD,Unknown,,939909.0,NEW,950MMFL27,BSE,E,EQUITY,F,1.0
MMF191124A,MMFL-18-11-27-NCD,Unknown,,939911.0,NEW,MMF191124A,BSE,E,EQUITY,F,1.0
10MMFL28,MMFL-10%-18-11-28-NCD,Unknown,,939913.0,NEW,10MMFL28,BSE,E,EQUITY,F,1.0
MMF191124B,MMFL-18-5-30-NCD,Unknown,,939915.0,NEW,MMF191124B,BSE,E,EQUITY,F,1.0
11ICLFL26,ICLFL-11%-02-01-26-NCD,Unknown,,939917.0,NEW,11ICLFL26,BSE,E,EQUITY,F,1.0
1150ICLF26,ICLFL-11.50%-02-12-26-NCD,Unknown,,939919.0,NEW,1150ICLF26,BSE,E,EQUITY,F,1.0
12ICLFL27B,ICLFL-12%-02-12-27-NCD,Unknown,,939921.0,NEW,12ICLFL27B,BSE,E,EQUITY,F,1.0
1250ICLF29,ICLFL-12.20%-02-12-29-NCD,Unknown,,939923.0,NEW,1250ICLF29,BSE,E,EQUITY,F,1.0
ICLFL21224,ICLFL-02-1-26-NCD,Unknown,,939925.0,NEW,ICLFL21224,BSE,E,EQUITY,F,1.0
ICLF21224A,ICLFL-02-12-26-NCD,Unknown,,939927.0,NEW,ICLF21224A,BSE,E,EQUITY,F,1.0
ICLF021224,ICLFL-02-12-27-NCD,Unknown,,939929.0,NEW,ICLF021224,BSE,E,EQUITY,F,1.0
1175ICLF26,ICLFL-02-12-26-NCD,Unknown,,939931.0,NEW,1175ICLF26,BSE,E,EQUITY,F,1.0
1225ICLF27,ICLFL-12.25%-02-12-27-NCD,Unknown,,939933.0,NEW,1225ICLF27,BSE,E,EQUITY,F,1.0
ICLF21224,ICLFL-02-8-30-NCD,Unknown,,939935.0,NEW,ICLF21224,BSE,E,EQUITY,F,1.0
950KLMAF26,KLMAFL-9.50%-08-1-26-NCD,Unknown,,939937.0,NEW,950KLMAF26,BSE,E,EQUITY,F,1.0
KLMAF41224,KLMAFL-03-4-26-NCD,Unknown,,939939.0,NEW,KLMAF41224,BSE,E,EQUITY,F,1.0
985KLMAF26,KLMAFL-9.85%-03-6-26-NCD,Unknown,,939941.0,NEW,985KLMAF26,BSE,E,EQUITY,F,1.0
10KLMAFL26,KLMAFL-10%-03-12-26-NCD,Unknown,,939943.0,NEW,10KLMAFL26,BSE,E,EQUITY,F,1.0
1025KLMA26,KLMAFL-10.25%-03-12-26-NC,Unknown,,939945.0,NEW,1025KLMA26,BSE,E,EQUITY,F,1.0
1025KLMA27,KLMAFL-10.25%-03-12-27-NC,Unknown,,939947.0,NEW,1025KLMA27,BSE,E,EQUITY,F,1.0
1050KLMA27,KLMAFL-10.50%03-12-27-NCD,Unknown,,939949.0,NEW,1050KLMA27,BSE,E,EQUITY,F,1.0
1075KLMA29,KLMAFL-10.75%-03-12-29-NC,Unknown,,939951.0,NEW,1075KLMA29,BSE,E,EQUITY,F,1.0
11KLMAFL29,KLMAFL-11%-03-12-29-NCD,Unknown,,939953.0,NEW,11KLMAFL29,BSE,E,EQUITY,F,1.0
KLMA041224,KLMAFL-03-7-31-NCD,Unknown,,939955.0,NEW,KLMA041224,BSE,E,EQUITY,F,1.0
KFL121224,KFL-11-6-26-NCD,Unknown,,939957.0,NEW,KFL121224,BSE,E,EQUITY,F,1.0
925KFL26B,KFL-9.25%-11-12-26-NCD,Unknown,,939959.0,NEW,925KFL26B,BSE,E,EQUITY,F,1.0
KSL121224A,KFL-11-6-27-NCD,Unknown,,939961.0,NEW,KSL121224A,BSE,E,EQUITY,F,1.0
10KFL27C,KFL-10%-11-12-27-NCD,Unknown,,939963.0,NEW,10KFL27C,BSE,E,EQUITY,F,1.0
KFL121224D,KFL-11-3-28-NCD,Unknown,,939965.0,NEW,KFL121224D,BSE,E,EQUITY,F,1.0
1025KFL29A,KFL-10.25%-11-12-29-NCD,Unknown,,939967.0,NEW,1025KFL29A,BSE,E,EQUITY,F,1.0
KFL121224E,KFL-11-12-28-NCD,Unknown,,939969.0,NEW,KFL121224E,BSE,E,EQUITY,F,1.0
KFL121224F,KFL-11-12-31-NCD,Unknown,,939971.0,NEW,KFL121224F,BSE,E,EQUITY,F,1.0
885IHL26,IHFL-8.85%-26-12-26-NCD,Unknown,,939973.0,NEW,885IHL26,BSE,E,EQUITY,F,1.0
IHFL261224,IHFL-26-12-26-NCD,Unknown,,939975.0,NEW,IHFL261224,BSE,E,EQUITY,F,1.0
865IHFL27,IHFL-8.65%-26-12-27-NCD,Unknown,,939977.0,NEW,865IHFL27,BSE,E,EQUITY,F,1.0
9IHFL27,IHFL-9%-26-12-27-NCD,Unknown,,939979.0,NEW,9IHFL27,BSE,E,EQUITY,F,1.0
IHF261224,IHFL-26-12-27-NCD,Unknown,,939981.0,NEW,IHF261224,BSE,E,EQUITY,F,1.0
89IHFL29,IHFL-8.9%-26-12-29-NCD,Unknown,,939983.0,NEW,89IHFL29,BSE,E,EQUITY,F,1.0
925IHFL29,IHFL-9.25%-26-12-29-NCD,Unknown,,939985.0,NEW,925IHFL29,BSE,E,EQUITY,F,1.0
IHF261224A,IHFL-26-12-29-NCD,Unknown,,939987.0,NEW,IHF261224A,BSE,E,EQUITY,F,1.0
925IHFL31,IHFL-9.25%-26-12-31-NCD,Unknown,,939989.0,NEW,925IHFL31,BSE,E,EQUITY,F,1.0
925SCL26Z,SCL-9.25%-27-12-26-NCD,Unknown,,939991.0,NEW,925SCL26Z,BSE,E,EQUITY,F,1.0
965SCL26Y,SCL-9.65%-27-12-26-NCD,Unknown,,939993.0,NEW,965SCL26Y,BSE,E,EQUITY,F,1.0
888SCL26X,SCL-8.88%-27-12-26-NCD,Unknown,,939995.0,NEW,888SCL26X,BSE,E,EQUITY,F,1.0
925SCL26W,SCL-9.25%-27-12-26-NCD,Unknown,,939997.0,NEW,925SCL26W,BSE,E,EQUITY,F,1.0
SCL271224,SCL-27-12-26-NCD,Unknown,,939999.0,NEW,SCL271224,BSE,E,EQUITY,F,1.0
SCL271224A,SCL-27-12-26-NCD,Unknown,,940001.0,NEW,SCL271224A,BSE,E,EQUITY,F,1.0
94SCL27U,SCL-9.4%-27-12-27-NCD,Unknown,,940003.0,NEW,94SCL27U,BSE,E,EQUITY,F,1.0
99SCL27V,SCL-9.9%-27-12-27-NCD,Unknown,,940005.0,NEW,99SCL27V,BSE,E,EQUITY,F,1.0
902SCL27Q,SCL-9.02%-27-12-27-NCD,Unknown,,940007.0,NEW,902SCL27Q,BSE,E,EQUITY,F,1.0
948SCL27R,SCL-9.48%-27-12-27-NCD,Unknown,,940009.0,NEW,948SCL27R,BSE,E,EQUITY,F,1.0
SCL271224B,SCL-27-12-27-NCD,Unknown,,940011.0,NEW,SCL271224B,BSE,E,EQUITY,F,1.0
965SCL29S,SCL-9.65%-27-12-29-NCD,Unknown,,940013.0,NEW,965SCL29S,BSE,E,EQUITY,F,1.0
1015SCL29T,SCL-10.15%-27-12-29-NCD,Unknown,,940015.0,NEW,1015SCL29T,BSE,E,EQUITY,F,1.0
925SCL29S,SCL-9.25%-27-12-29-NCD,Unknown,,940017.0,NEW,925SCL29S,BSE,E,EQUITY,F,1.0
971SCL29T,SCL-9.71%-27-12-29-NCD,Unknown,,940019.0,NEW,971SCL29T,BSE,E,EQUITY,F,1.0
1050SCL31T,SCL-10.50%-27-12-31-NCD,Unknown,,940021.0,NEW,1050SCL31T,BSE,E,EQUITY,F,1.0
